# Solver information
# Time        	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
237.5         	GAMG	5.609620e-01	1.787340e-03	2	true
238           	GAMG	5.772380e-01	2.385350e-03	2	true
238.5         	GAMG	5.305130e-01	2.448320e-03	2	true
239           	GAMG	5.018740e-01	2.486570e-03	2	true
239.5         	GAMG	5.524560e-01	2.308840e-03	2	true
240           	GAMG	5.817470e-01	1.832410e-03	2	true
240.5         	GAMG	5.500460e-01	2.524710e-03	2	true
241           	GAMG	5.477160e-01	2.517260e-03	2	true
241.5         	GAMG	5.561780e-01	2.367080e-03	2	true
242           	GAMG	5.564230e-01	2.695880e-03	2	true
242.5         	GAMG	5.191040e-01	2.070330e-03	2	true
243           	GAMG	5.460860e-01	2.781350e-03	2	true
243.5         	GAMG	5.153650e-01	2.711490e-03	2	true
244           	GAMG	5.524500e-01	2.751920e-03	2	true
244.5         	GAMG	5.427830e-01	1.889770e-03	2	true
245           	GAMG	5.525240e-01	2.942410e-03	2	true
245.5         	GAMG	5.766290e-01	2.737390e-03	2	true
246           	GAMG	5.535900e-01	2.015390e-03	2	true
246.5         	GAMG	5.538680e-01	1.624620e-03	2	true
247           	GAMG	5.620510e-01	2.146580e-03	2	true
247.5         	GAMG	5.862550e-01	2.492080e-03	2	true
248           	GAMG	5.449900e-01	2.517740e-03	2	true
248.5         	GAMG	5.526520e-01	2.792420e-03	2	true
249           	GAMG	5.169780e-01	1.861950e-03	2	true
249.5         	GAMG	5.508760e-01	1.920460e-03	2	true
250           	GAMG	5.385980e-01	2.146670e-03	2	true
250.5         	GAMG	5.104700e-01	1.981140e-03	2	true
251           	GAMG	5.105830e-01	1.971880e-03	2	true
251.5         	GAMG	5.259460e-01	1.845250e-03	2	true
252           	GAMG	5.178690e-01	1.909490e-03	2	true
252.5         	GAMG	5.068770e-01	1.604620e-03	2	true
253           	GAMG	5.171070e-01	1.583820e-03	2	true
253.5         	GAMG	5.313500e-01	1.589560e-03	2	true
254           	GAMG	5.195230e-01	1.274520e-03	2	true
254.5         	GAMG	5.199000e-01	2.016490e-03	2	true
255           	GAMG	5.003710e-01	2.088490e-03	2	true
255.5         	GAMG	5.696600e-01	1.577880e-03	2	true
256           	GAMG	5.400400e-01	2.152300e-03	2	true
256.5         	GAMG	5.192640e-01	2.067980e-03	2	true
257           	GAMG	5.189620e-01	1.703370e-03	2	true
257.5         	GAMG	5.278330e-01	1.512370e-03	2	true
258           	GAMG	5.507780e-01	1.321080e-03	2	true
258.5         	GAMG	5.414630e-01	1.812250e-03	2	true
259           	GAMG	5.477970e-01	1.893440e-03	2	true
259.5         	GAMG	5.442500e-01	2.006920e-03	2	true
260           	GAMG	5.276410e-01	1.948150e-03	2	true
260.5         	GAMG	5.450370e-01	1.789860e-03	2	true
261           	GAMG	5.330740e-01	2.354720e-03	2	true
261.5         	GAMG	5.488970e-01	2.256120e-03	2	true
262           	GAMG	5.293120e-01	1.698870e-03	2	true
262.5         	GAMG	5.333270e-01	1.616560e-03	2	true
263           	GAMG	5.463650e-01	1.817510e-03	2	true
263.5         	GAMG	5.445710e-01	2.550030e-03	2	true
264           	GAMG	5.151330e-01	1.638080e-03	2	true
264.5         	GAMG	5.119780e-01	1.542450e-03	2	true
265           	GAMG	5.329370e-01	1.829410e-03	2	true
265.5         	GAMG	5.583580e-01	1.429520e-03	2	true
266           	GAMG	5.418190e-01	2.171250e-03	2	true
266.5         	GAMG	4.892210e-01	1.861380e-03	2	true
267           	GAMG	4.972130e-01	1.512990e-03	2	true
267.5         	GAMG	5.399240e-01	2.473930e-03	2	true
268           	GAMG	5.159730e-01	2.161370e-03	2	true
268.5         	GAMG	5.538750e-01	1.774170e-03	2	true
269           	GAMG	5.410070e-01	2.616570e-03	2	true
269.5         	GAMG	5.202270e-01	2.137940e-03	2	true
270           	GAMG	5.143260e-01	1.960770e-03	2	true
270.5         	GAMG	5.287970e-01	1.791040e-03	2	true
271           	GAMG	5.296540e-01	1.482750e-03	2	true
271.5         	GAMG	5.438120e-01	1.850440e-03	2	true
272           	GAMG	5.672370e-01	2.302880e-03	2	true
272.5         	GAMG	6.076420e-01	2.365890e-03	2	true
273           	GAMG	5.995180e-01	1.843250e-03	2	true
273.5         	GAMG	5.760390e-01	2.154310e-03	2	true
274           	GAMG	5.733470e-01	1.666780e-03	2	true
274.5         	GAMG	5.757780e-01	2.001720e-03	2	true
275           	GAMG	6.122300e-01	2.705980e-03	2	true
275.5         	GAMG	5.889440e-01	2.387630e-03	2	true
276           	GAMG	6.193350e-01	1.340640e-03	2	true
276.5         	GAMG	5.486620e-01	2.294070e-03	2	true
277           	GAMG	5.484340e-01	1.581510e-03	2	true
277.5         	GAMG	5.295390e-01	1.229100e-03	2	true
278           	GAMG	5.120120e-01	2.082540e-03	2	true
278.5         	GAMG	4.961820e-01	2.155150e-03	2	true
279           	GAMG	4.882240e-01	1.754700e-03	2	true
279.5         	GAMG	5.457540e-01	2.459320e-03	2	true
280           	GAMG	5.410050e-01	2.337240e-03	2	true
280.5         	GAMG	5.413720e-01	2.385320e-03	2	true
281           	GAMG	5.428290e-01	1.539980e-03	2	true
281.5         	GAMG	5.161880e-01	2.875360e-03	2	true
282           	GAMG	5.110480e-01	1.867210e-03	2	true
282.5         	GAMG	5.339820e-01	2.380360e-03	2	true
283           	GAMG	5.595660e-01	2.286400e-03	2	true
283.5         	GAMG	5.514060e-01	2.294990e-03	2	true
284           	GAMG	5.966600e-01	2.369230e-03	2	true
284.5         	GAMG	5.823770e-01	2.529590e-03	2	true
285           	GAMG	6.083390e-01	2.492800e-03	2	true
285.5         	GAMG	6.079200e-01	1.957100e-03	2	true
286           	GAMG	5.777070e-01	1.960360e-03	2	true
286.5         	GAMG	5.574230e-01	1.709120e-03	2	true
287           	GAMG	5.822890e-01	2.038250e-03	2	true
287.5         	GAMG	5.863240e-01	1.918250e-03	2	true
288           	GAMG	5.669640e-01	2.122430e-03	2	true
288.5         	GAMG	5.712840e-01	2.134010e-03	2	true
289           	GAMG	5.739550e-01	2.303000e-03	2	true
289.5         	GAMG	5.450360e-01	2.757610e-03	2	true
290           	GAMG	5.918610e-01	2.153110e-03	2	true
290.5         	GAMG	5.999960e-01	2.197590e-03	2	true
291           	GAMG	6.056430e-01	2.763300e-03	2	true
291.5         	GAMG	5.920580e-01	2.499800e-03	2	true
292           	GAMG	5.848520e-01	2.159570e-03	2	true
292.5         	GAMG	5.738410e-01	2.344970e-03	2	true
293           	GAMG	5.913680e-01	2.463500e-03	2	true
293.5         	GAMG	5.424570e-01	1.733690e-03	2	true
294           	GAMG	5.436460e-01	2.263300e-03	2	true
294.5         	GAMG	5.652100e-01	2.405340e-03	2	true
295           	GAMG	5.620580e-01	1.785280e-03	2	true
295.5         	GAMG	5.857100e-01	2.332020e-03	2	true
296           	GAMG	6.015630e-01	2.889580e-03	2	true
296.5         	GAMG	6.326040e-01	2.628360e-03	2	true
297           	GAMG	5.941520e-01	2.145170e-03	2	true
297.5         	GAMG	6.243220e-01	2.547180e-03	2	true
298           	GAMG	5.891980e-01	1.765040e-03	2	true
298.5         	GAMG	5.969980e-01	2.400530e-03	2	true
299           	GAMG	5.748570e-01	2.422350e-03	2	true
299.5         	GAMG	5.935680e-01	2.946910e-03	2	true
300           	GAMG	5.879840e-01	2.381160e-03	2	true
300.5         	GAMG	5.953170e-01	2.495750e-03	2	true
301           	GAMG	6.107490e-01	3.021410e-03	2	true
301.5         	GAMG	5.645870e-01	2.120600e-03	2	true
302           	GAMG	5.358390e-01	2.709880e-03	2	true
302.5         	GAMG	5.025930e-01	1.609480e-03	2	true
303           	GAMG	5.744240e-01	1.842080e-03	2	true
303.5         	GAMG	5.938950e-01	1.862580e-03	2	true
304           	GAMG	5.723120e-01	2.012260e-03	2	true
304.5         	GAMG	5.644250e-01	1.904080e-03	2	true
305           	GAMG	5.889390e-01	2.506870e-03	2	true
305.5         	GAMG	5.919320e-01	2.872980e-03	2	true
306           	GAMG	5.784570e-01	1.935990e-03	2	true
306.5         	GAMG	5.811510e-01	2.222570e-03	2	true
307           	GAMG	5.435110e-01	2.428860e-03	2	true
307.5         	GAMG	5.622630e-01	2.513920e-03	2	true
308           	GAMG	5.686500e-01	2.551900e-03	2	true
308.5         	GAMG	5.566140e-01	2.344160e-03	2	true
309           	GAMG	5.754050e-01	2.195310e-03	2	true
309.5         	GAMG	5.628640e-01	3.543170e-03	2	true
310           	GAMG	5.501870e-01	2.432350e-03	2	true
310.5         	GAMG	5.660330e-01	2.799000e-03	2	true
311           	GAMG	5.569070e-01	2.571750e-03	2	true
311.5         	GAMG	5.360690e-01	1.976370e-03	2	true
312           	GAMG	5.941290e-01	2.594240e-03	2	true
312.5         	GAMG	5.745630e-01	3.033110e-03	2	true
313           	GAMG	5.872170e-01	3.292110e-03	2	true
313.5         	GAMG	6.360900e-01	2.893640e-03	2	true
314           	GAMG	6.001910e-01	2.245480e-03	2	true
314.5         	GAMG	5.826600e-01	2.667980e-03	2	true
315           	GAMG	5.871430e-01	3.113080e-03	2	true
315.5         	GAMG	5.602090e-01	2.781510e-03	2	true
316           	GAMG	5.968680e-01	3.414840e-03	2	true
316.5         	GAMG	5.259660e-01	2.215860e-03	2	true
317           	GAMG	5.493760e-01	2.792450e-03	2	true
317.5         	GAMG	5.204210e-01	2.605130e-03	2	true
318           	GAMG	5.368660e-01	1.975170e-03	2	true
318.5         	GAMG	5.372260e-01	1.489010e-03	2	true
319           	GAMG	5.442120e-01	2.415910e-03	2	true
319.5         	GAMG	5.600280e-01	2.053010e-03	2	true
320           	GAMG	5.921180e-01	2.166020e-03	2	true
320.5         	GAMG	5.545370e-01	2.174910e-03	2	true
321           	GAMG	5.813210e-01	2.508430e-03	2	true
321.5         	GAMG	5.762770e-01	2.580880e-03	2	true
322           	GAMG	5.673980e-01	2.182910e-03	2	true
322.5         	GAMG	5.768800e-01	2.073230e-03	2	true
323           	GAMG	5.528740e-01	1.999660e-03	2	true
323.5         	GAMG	5.519170e-01	2.296080e-03	2	true
324           	GAMG	5.737290e-01	2.580580e-03	2	true
324.5         	GAMG	5.539860e-01	3.087180e-03	2	true
325           	GAMG	5.507660e-01	1.760230e-03	2	true
325.5         	GAMG	5.317170e-01	2.442220e-03	2	true
326           	GAMG	5.779700e-01	2.402310e-03	2	true
326.5         	GAMG	5.532990e-01	3.106940e-03	2	true
327           	GAMG	5.842640e-01	3.343390e-03	2	true
327.5         	GAMG	6.323820e-01	2.895030e-03	2	true
328           	GAMG	5.808570e-01	3.531860e-03	2	true
328.5         	GAMG	5.810920e-01	3.375080e-03	2	true
329           	GAMG	5.726760e-01	3.655210e-03	2	true
329.5         	GAMG	5.469090e-01	3.346050e-03	2	true
330           	GAMG	5.367250e-01	2.567620e-03	2	true
330.5         	GAMG	5.656320e-01	2.774880e-03	2	true
331           	GAMG	5.396150e-01	2.867900e-03	2	true
331.5         	GAMG	5.115070e-01	1.954570e-03	2	true
332           	GAMG	5.154390e-01	2.418460e-03	2	true
332.5         	GAMG	5.093870e-01	2.275900e-03	2	true
333           	GAMG	5.561990e-01	1.780920e-03	2	true
333.5         	GAMG	5.680960e-01	2.808750e-03	2	true
334           	GAMG	5.668070e-01	2.847220e-03	2	true
334.5         	GAMG	5.575760e-01	2.320420e-03	2	true
335           	GAMG	5.691470e-01	2.075900e-03	2	true
335.5         	GAMG	5.482720e-01	1.571420e-03	2	true
336           	GAMG	5.520670e-01	1.913110e-03	2	true
336.5         	GAMG	5.882370e-01	1.886590e-03	2	true
337           	GAMG	6.046060e-01	2.022600e-03	2	true
337.5         	GAMG	5.677360e-01	2.088740e-03	2	true
338           	GAMG	5.451630e-01	1.771410e-03	2	true
338.5         	GAMG	5.851530e-01	2.075710e-03	2	true
339           	GAMG	5.742810e-01	2.330450e-03	2	true
339.5         	GAMG	5.749940e-01	2.247620e-03	2	true
340           	GAMG	5.643890e-01	1.934400e-03	2	true
340.5         	GAMG	5.464710e-01	1.657030e-03	2	true
341           	GAMG	5.261840e-01	2.507660e-03	2	true
341.5         	GAMG	5.386550e-01	2.274380e-03	2	true
342           	GAMG	5.610580e-01	2.619860e-03	2	true
342.5         	GAMG	5.709020e-01	2.269520e-03	2	true
343           	GAMG	5.739520e-01	3.813310e-03	2	true
343.5         	GAMG	5.792360e-01	3.427990e-03	2	true
344           	GAMG	5.510410e-01	2.529460e-03	2	true
344.5         	GAMG	5.663730e-01	2.518580e-03	2	true
345           	GAMG	5.810480e-01	2.853670e-03	2	true
345.5         	GAMG	5.469050e-01	2.481820e-03	2	true
346           	GAMG	5.801060e-01	2.366740e-03	2	true
346.5         	GAMG	5.861880e-01	2.400030e-03	2	true
347           	GAMG	5.944160e-01	2.128430e-03	2	true
347.5         	GAMG	5.488750e-01	2.508230e-03	2	true
348           	GAMG	5.474690e-01	1.933750e-03	2	true
348.5         	GAMG	5.628910e-01	2.476100e-03	2	true
349           	GAMG	5.622060e-01	2.422020e-03	2	true
349.5         	GAMG	5.688540e-01	3.057250e-03	2	true
350           	GAMG	5.361580e-01	2.355720e-03	2	true
350.5         	GAMG	5.466350e-01	2.779440e-03	2	true
351           	GAMG	5.460420e-01	2.339950e-03	2	true
351.5         	GAMG	5.442460e-01	2.636220e-03	2	true
352           	GAMG	5.997010e-01	2.631520e-03	2	true
352.5         	GAMG	5.572280e-01	3.480050e-03	2	true
353           	GAMG	5.646130e-01	2.763350e-03	2	true
353.5         	GAMG	5.181110e-01	2.350290e-03	2	true
354           	GAMG	5.432470e-01	1.956720e-03	2	true
354.5         	GAMG	4.983880e-01	2.490480e-03	2	true
355           	GAMG	5.414270e-01	1.988260e-03	2	true
355.5         	GAMG	5.300130e-01	2.428640e-03	2	true
356           	GAMG	5.099130e-01	2.393560e-03	2	true
356.5         	GAMG	5.541790e-01	3.011080e-03	2	true
357           	GAMG	5.397270e-01	1.951550e-03	2	true
357.5         	GAMG	5.515000e-01	2.159220e-03	2	true
358           	GAMG	5.434830e-01	2.224660e-03	2	true
358.5         	GAMG	5.457820e-01	2.290490e-03	2	true
359           	GAMG	5.596400e-01	2.261750e-03	2	true
359.5         	GAMG	5.740770e-01	1.959770e-03	2	true
360           	GAMG	6.105270e-01	2.332220e-03	2	true
360.5         	GAMG	5.549400e-01	2.545290e-03	2	true
361           	GAMG	5.721680e-01	1.949200e-03	2	true
361.5         	GAMG	5.739340e-01	2.264410e-03	2	true
362           	GAMG	5.543730e-01	1.572460e-03	2	true
362.5         	GAMG	5.732120e-01	1.831110e-03	2	true
363           	GAMG	5.927480e-01	2.332960e-03	2	true
363.5         	GAMG	5.612820e-01	2.645280e-03	2	true
364           	GAMG	5.811540e-01	1.929730e-03	2	true
364.5         	GAMG	5.723950e-01	2.482320e-03	2	true
365           	GAMG	5.762640e-01	2.691650e-03	2	true
365.5         	GAMG	5.686050e-01	2.729450e-03	2	true
366           	GAMG	5.801000e-01	2.954450e-03	2	true
366.5         	GAMG	5.710030e-01	2.525890e-03	2	true
367           	GAMG	6.023580e-01	3.086530e-03	2	true
367.5         	GAMG	5.768990e-01	2.358030e-03	2	true
368           	GAMG	5.747910e-01	3.066990e-03	2	true
368.5         	GAMG	5.712060e-01	2.680400e-03	2	true
369           	GAMG	5.663410e-01	1.960430e-03	2	true
369.5         	GAMG	5.437600e-01	2.447370e-03	2	true
370           	GAMG	5.500850e-01	2.847940e-03	2	true
370.5         	GAMG	5.100950e-01	2.070560e-03	2	true
371           	GAMG	5.314280e-01	2.449880e-03	2	true
371.5         	GAMG	5.084410e-01	2.163830e-03	2	true
372           	GAMG	5.437580e-01	1.746590e-03	2	true
372.5         	GAMG	4.879030e-01	2.330030e-03	2	true
373           	GAMG	5.180200e-01	2.154240e-03	2	true
373.5         	GAMG	5.495840e-01	2.537680e-03	2	true
374           	GAMG	5.224410e-01	2.314900e-03	2	true
374.5         	GAMG	5.294840e-01	1.942920e-03	2	true
375           	GAMG	5.232890e-01	2.379280e-03	2	true
375.5         	GAMG	5.277290e-01	1.573500e-03	2	true
376           	GAMG	5.039390e-01	1.501450e-03	2	true
376.5         	GAMG	5.076930e-01	1.916040e-03	2	true
377           	GAMG	5.180940e-01	1.710590e-03	2	true
377.5         	GAMG	5.285430e-01	1.874630e-03	2	true
378           	GAMG	5.232800e-01	2.016270e-03	2	true
378.5         	GAMG	5.133540e-01	2.098190e-03	2	true
379           	GAMG	5.219060e-01	1.296670e-03	2	true
379.5         	GAMG	5.221290e-01	1.697500e-03	2	true
380           	GAMG	5.179150e-01	1.814080e-03	2	true
380.5         	GAMG	5.172850e-01	1.525380e-03	2	true
381           	GAMG	5.148380e-01	1.601820e-03	2	true
381.5         	GAMG	5.183660e-01	1.575430e-03	2	true
382           	GAMG	5.508710e-01	1.647270e-03	2	true
382.5         	GAMG	5.291660e-01	1.884580e-03	2	true
383           	GAMG	5.625590e-01	1.756950e-03	2	true
383.5         	GAMG	6.282150e-01	1.497360e-03	2	true
384           	GAMG	5.863600e-01	2.400760e-03	2	true
384.5         	GAMG	5.351360e-01	2.594580e-03	2	true
385           	GAMG	5.486410e-01	2.319240e-03	2	true
385.5         	GAMG	5.700030e-01	2.257590e-03	2	true
386           	GAMG	5.546510e-01	1.936540e-03	2	true
386.5         	GAMG	5.552330e-01	2.207680e-03	2	true
387           	GAMG	5.669170e-01	2.177140e-03	2	true
387.5         	GAMG	5.618440e-01	1.943920e-03	2	true
388           	GAMG	5.506930e-01	2.156140e-03	2	true
388.5         	GAMG	5.471210e-01	2.008850e-03	2	true
389           	GAMG	5.581560e-01	1.660820e-03	2	true
389.5         	GAMG	5.996320e-01	1.858970e-03	2	true
390           	GAMG	5.708920e-01	1.827170e-03	2	true
390.5         	GAMG	5.536190e-01	2.235340e-03	2	true
391           	GAMG	5.468830e-01	1.811370e-03	2	true
391.5         	GAMG	5.837060e-01	2.171380e-03	2	true
392           	GAMG	5.245200e-01	2.770640e-03	2	true
392.5         	GAMG	5.198530e-01	2.300620e-03	2	true
393           	GAMG	5.392220e-01	1.859280e-03	2	true
393.5         	GAMG	5.427010e-01	2.080050e-03	2	true
394           	GAMG	5.961460e-01	2.410320e-03	2	true
394.5         	GAMG	5.631700e-01	1.933070e-03	2	true
395           	GAMG	5.623810e-01	1.947720e-03	2	true
395.5         	GAMG	5.586740e-01	2.023530e-03	2	true
396           	GAMG	5.583670e-01	2.399250e-03	2	true
396.5         	GAMG	5.760050e-01	1.764380e-03	2	true
397           	GAMG	5.269120e-01	1.735060e-03	2	true
397.5         	GAMG	5.350450e-01	1.931560e-03	2	true
398           	GAMG	5.706090e-01	1.941010e-03	2	true
398.5         	GAMG	5.612490e-01	1.925620e-03	2	true
399           	GAMG	5.478020e-01	1.612110e-03	2	true
399.5         	GAMG	5.804470e-01	2.268510e-03	2	true
400           	GAMG	5.743790e-01	3.208650e-03	2	true
400.5         	GAMG	5.956390e-01	2.433110e-03	2	true
401           	GAMG	5.230440e-01	1.480740e-03	2	true
401.5         	GAMG	5.532060e-01	2.330740e-03	2	true
402           	GAMG	5.838570e-01	2.767100e-03	2	true
402.5         	GAMG	5.754640e-01	2.126620e-03	2	true
403           	GAMG	5.823750e-01	2.088470e-03	2	true
403.5         	GAMG	5.588020e-01	2.036260e-03	2	true
404           	GAMG	5.437900e-01	1.787570e-03	2	true
404.5         	GAMG	5.180230e-01	1.973370e-03	2	true
405           	GAMG	5.809380e-01	2.639760e-03	2	true
405.5         	GAMG	5.744630e-01	1.887330e-03	2	true
406           	GAMG	5.421240e-01	2.450510e-03	2	true
406.5         	GAMG	5.281900e-01	2.681760e-03	2	true
407           	GAMG	5.538920e-01	3.116980e-03	2	true
407.5         	GAMG	5.578550e-01	2.938340e-03	2	true
408           	GAMG	5.601030e-01	2.960080e-03	2	true
408.5         	GAMG	5.734310e-01	2.573500e-03	2	true
409           	GAMG	5.161740e-01	1.938610e-03	2	true
409.5         	GAMG	5.988850e-01	3.201980e-03	2	true
410           	GAMG	5.702280e-01	2.152230e-03	2	true
410.5         	GAMG	5.665930e-01	2.453190e-03	2	true
411           	GAMG	6.209760e-01	2.427780e-03	2	true
411.5         	GAMG	5.752360e-01	1.945320e-03	2	true
412           	GAMG	5.982470e-01	2.663490e-03	2	true
412.5         	GAMG	5.615990e-01	3.713610e-03	2	true
413           	GAMG	6.180430e-01	2.532060e-03	2	true
413.5         	GAMG	6.037330e-01	2.771490e-03	2	true
414           	GAMG	5.734650e-01	2.900650e-03	2	true
414.5         	GAMG	5.533470e-01	3.237710e-03	2	true
415           	GAMG	5.916760e-01	3.217350e-03	2	true
415.5         	GAMG	5.900970e-01	2.792530e-03	2	true
416           	GAMG	5.627440e-01	2.328360e-03	2	true
416.5         	GAMG	6.066070e-01	2.878610e-03	2	true
417           	GAMG	6.012770e-01	2.885520e-03	2	true
417.5         	GAMG	6.016840e-01	2.736880e-03	2	true
418           	GAMG	5.484030e-01	2.952500e-03	2	true
418.5         	GAMG	5.754870e-01	2.445560e-03	2	true
419           	GAMG	5.722110e-01	3.247020e-03	2	true
419.5         	GAMG	5.742760e-01	3.642070e-03	2	true
420           	GAMG	6.212780e-01	2.343980e-03	2	true
420.5         	GAMG	5.585940e-01	2.764510e-03	2	true
421           	GAMG	5.977130e-01	2.766930e-03	2	true
421.5         	GAMG	5.608010e-01	2.763240e-03	2	true
422           	GAMG	5.677980e-01	2.352870e-03	2	true
422.5         	GAMG	5.763640e-01	3.419540e-03	2	true
423           	GAMG	5.701770e-01	2.644430e-03	2	true
423.5         	GAMG	6.081550e-01	2.708200e-03	2	true
424           	GAMG	5.581900e-01	2.252380e-03	2	true
424.5         	GAMG	5.880700e-01	2.993510e-03	2	true
425           	GAMG	5.634390e-01	2.228090e-03	2	true
425.5         	GAMG	5.565900e-01	2.256640e-03	2	true
426           	GAMG	5.370040e-01	2.854650e-03	2	true
426.5         	GAMG	5.543710e-01	2.628010e-03	2	true
427           	GAMG	5.749830e-01	1.809930e-03	2	true
427.5         	GAMG	5.544910e-01	2.592070e-03	2	true
428           	GAMG	6.172050e-01	2.947630e-03	2	true
428.5         	GAMG	5.509740e-01	2.318040e-03	2	true
429           	GAMG	5.578910e-01	2.082600e-03	2	true
429.5         	GAMG	5.629360e-01	2.549460e-03	2	true
430           	GAMG	5.313830e-01	2.971890e-03	2	true
430.5         	GAMG	5.141340e-01	2.056490e-03	2	true
431           	GAMG	5.215830e-01	1.531790e-03	2	true
431.5         	GAMG	5.473330e-01	1.832780e-03	2	true
432           	GAMG	5.377370e-01	1.835860e-03	2	true
432.5         	GAMG	5.249980e-01	2.422380e-03	2	true
433           	GAMG	5.654550e-01	1.802770e-03	2	true
433.5         	GAMG	5.493480e-01	2.129830e-03	2	true
434           	GAMG	5.432640e-01	2.043840e-03	2	true
434.5         	GAMG	6.043220e-01	1.873990e-03	2	true
435           	GAMG	5.750980e-01	2.374080e-03	2	true
435.5         	GAMG	5.418700e-01	1.930620e-03	2	true
436           	GAMG	5.486280e-01	1.682450e-03	2	true
436.5         	GAMG	5.775470e-01	1.657900e-03	2	true
437           	GAMG	5.322850e-01	2.116670e-03	2	true
437.5         	GAMG	5.641300e-01	2.482740e-03	2	true
438           	GAMG	5.557390e-01	2.323960e-03	2	true
438.5         	GAMG	5.812210e-01	2.780620e-03	2	true
439           	GAMG	5.347530e-01	2.459320e-03	2	true
439.5         	GAMG	5.383990e-01	1.939140e-03	2	true
440           	GAMG	5.031600e-01	2.005370e-03	2	true
440.5         	GAMG	5.374760e-01	2.191750e-03	2	true
441           	GAMG	5.250520e-01	1.940500e-03	2	true
441.5         	GAMG	5.331590e-01	1.866790e-03	2	true
442           	GAMG	5.166860e-01	2.218030e-03	2	true
442.5         	GAMG	5.073700e-01	2.112590e-03	2	true
443           	GAMG	5.356580e-01	1.841430e-03	2	true
443.5         	GAMG	5.070840e-01	2.373120e-03	2	true
444           	GAMG	5.181640e-01	2.111330e-03	2	true
444.5         	GAMG	5.480090e-01	2.049490e-03	2	true
445           	GAMG	5.336030e-01	2.362660e-03	2	true
445.5         	GAMG	5.728750e-01	2.716810e-03	2	true
446           	GAMG	5.446620e-01	1.949950e-03	2	true
446.5         	GAMG	5.677770e-01	1.457560e-03	2	true
447           	GAMG	5.328380e-01	1.667370e-03	2	true
447.5         	GAMG	5.639480e-01	1.336210e-03	2	true
448           	GAMG	5.536970e-01	1.901000e-03	2	true
448.5         	GAMG	5.667640e-01	2.190470e-03	2	true
449           	GAMG	5.423840e-01	1.872250e-03	2	true
449.5         	GAMG	5.869250e-01	2.474580e-03	2	true
450           	GAMG	5.544310e-01	2.320370e-03	2	true
450.5         	GAMG	5.473280e-01	2.018130e-03	2	true
451           	GAMG	5.439890e-01	2.042030e-03	2	true
451.5         	GAMG	5.448250e-01	1.985870e-03	2	true
452           	GAMG	5.243620e-01	2.737470e-03	2	true
452.5         	GAMG	5.578840e-01	2.639660e-03	2	true
453           	GAMG	5.502660e-01	3.018790e-03	2	true
453.5         	GAMG	5.597000e-01	1.871460e-03	2	true
454           	GAMG	5.656830e-01	3.042740e-03	2	true
454.5         	GAMG	5.840680e-01	2.874680e-03	2	true
455           	GAMG	5.777200e-01	3.419690e-03	2	true
455.5         	GAMG	5.335910e-01	2.434990e-03	2	true
456           	GAMG	5.458440e-01	2.630030e-03	2	true
456.5         	GAMG	5.440700e-01	2.225320e-03	2	true
457           	GAMG	5.644870e-01	3.126180e-03	2	true
457.5         	GAMG	5.316140e-01	2.212270e-03	2	true
458           	GAMG	5.525640e-01	1.908450e-03	2	true
458.5         	GAMG	5.672330e-01	3.180840e-03	2	true
459           	GAMG	5.954200e-01	2.062960e-03	2	true
459.5         	GAMG	5.623710e-01	2.101350e-03	2	true
460           	GAMG	5.763230e-01	2.469310e-03	2	true
460.5         	GAMG	5.696490e-01	2.298260e-03	2	true
461           	GAMG	5.446500e-01	2.096350e-03	2	true
461.5         	GAMG	5.301090e-01	2.198350e-03	2	true
462           	GAMG	5.227510e-01	2.451070e-03	2	true
462.5         	GAMG	5.134630e-01	2.426880e-03	2	true
463           	GAMG	5.450290e-01	2.151320e-03	2	true
463.5         	GAMG	5.262410e-01	2.614330e-03	2	true
464           	GAMG	5.475390e-01	2.647370e-03	2	true
464.5         	GAMG	5.994490e-01	2.484880e-03	2	true
465           	GAMG	5.490590e-01	1.935720e-03	2	true
465.5         	GAMG	5.625980e-01	2.841400e-03	2	true
466           	GAMG	5.511170e-01	2.759910e-03	2	true
466.5         	GAMG	5.484180e-01	3.247470e-03	2	true
467           	GAMG	5.659380e-01	1.848960e-03	2	true
467.5         	GAMG	5.463570e-01	3.096390e-03	2	true
468           	GAMG	5.146820e-01	2.552390e-03	2	true
468.5         	GAMG	5.704640e-01	2.501850e-03	2	true
469           	GAMG	5.472760e-01	1.998990e-03	2	true
469.5         	GAMG	5.547510e-01	3.561610e-03	2	true
470           	GAMG	5.299930e-01	3.083010e-03	2	true
470.5         	GAMG	5.398720e-01	2.269420e-03	2	true
471           	GAMG	5.153020e-01	2.605020e-03	2	true
471.5         	GAMG	5.073820e-01	2.820480e-03	2	true
472           	GAMG	5.462890e-01	3.376430e-03	2	true
472.5         	GAMG	5.444270e-01	3.011440e-03	2	true
473           	GAMG	5.393420e-01	2.066970e-03	2	true
473.5         	GAMG	5.088120e-01	2.828100e-03	2	true
474           	GAMG	5.436910e-01	2.414860e-03	2	true
474.5         	GAMG	5.547060e-01	1.667140e-03	2	true
475           	GAMG	5.772100e-01	1.965710e-03	2	true
475.5         	GAMG	5.293400e-01	2.461840e-03	2	true
476           	GAMG	5.299330e-01	2.949050e-03	2	true
476.5         	GAMG	5.695690e-01	3.113780e-03	2	true
477           	GAMG	5.528510e-01	2.210550e-03	2	true
