# Solver information
# Time        	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
490           	GAMG	8.322520e-05	2.076790e-07	2	true
491           	GAMG	8.301400e-05	2.081960e-07	2	true
492           	GAMG	8.290420e-05	2.068320e-07	2	true
493           	GAMG	8.240620e-05	2.075160e-07	2	true
494           	GAMG	8.212450e-05	2.075210e-07	2	true
495           	GAMG	8.186900e-05	2.073010e-07	2	true
496           	GAMG	8.162440e-05	2.071480e-07	2	true
497           	GAMG	8.124640e-05	2.067940e-07	2	true
498           	GAMG	8.103410e-05	2.063860e-07	2	true
499           	GAMG	8.085640e-05	2.059070e-07	2	true
500           	GAMG	8.066400e-05	2.054170e-07	2	true
501           	GAMG	8.052360e-05	2.051320e-07	2	true
502           	GAMG	8.071220e-05	2.035910e-07	2	true
503           	GAMG	8.117990e-05	2.032410e-07	2	true
504           	GAMG	8.001000e-05	2.030400e-07	2	true
505           	GAMG	8.031790e-05	2.015250e-07	2	true
506           	GAMG	7.994180e-05	2.006450e-07	2	true
507           	GAMG	8.006230e-05	1.996010e-07	2	true
508           	GAMG	8.005610e-05	1.986270e-07	2	true
509           	GAMG	7.950590e-05	1.970320e-07	2	true
510           	GAMG	7.932670e-05	1.956530e-07	2	true
511           	GAMG	7.914070e-05	1.942450e-07	2	true
512           	GAMG	7.908640e-05	1.930890e-07	2	true
513           	GAMG	7.881810e-05	1.912150e-07	2	true
514           	GAMG	7.896740e-05	1.890790e-07	2	true
515           	GAMG	7.861070e-05	1.884160e-07	2	true
516           	GAMG	7.824780e-05	1.863640e-07	2	true
517           	GAMG	7.818310e-05	1.843280e-07	2	true
518           	GAMG	7.814500e-05	1.823200e-07	2	true
519           	GAMG	7.811550e-05	1.807370e-07	2	true
520           	GAMG	7.783050e-05	1.794810e-07	2	true
521           	GAMG	7.755480e-05	1.777280e-07	2	true
522           	GAMG	7.734220e-05	1.759040e-07	2	true
523           	GAMG	7.783370e-05	1.768980e-07	2	true
524           	GAMG	7.738030e-05	1.738980e-07	2	true
525           	GAMG	7.732600e-05	1.722640e-07	2	true
526           	GAMG	7.697980e-05	1.705260e-07	2	true
527           	GAMG	7.683130e-05	1.690520e-07	2	true
528           	GAMG	7.669890e-05	1.676330e-07	2	true
529           	GAMG	7.657590e-05	1.669650e-07	2	true
530           	GAMG	7.646890e-05	1.656700e-07	2	true
531           	GAMG	7.636720e-05	1.643320e-07	2	true
532           	GAMG	7.563460e-05	1.610270e-07	2	true
533           	GAMG	7.547990e-05	1.593050e-07	2	true
534           	GAMG	7.537270e-05	1.579290e-07	2	true
535           	GAMG	7.517350e-05	1.568050e-07	2	true
536           	GAMG	7.499260e-05	1.556340e-07	2	true
537           	GAMG	7.481650e-05	1.544920e-07	2	true
538           	GAMG	7.464060e-05	1.533880e-07	2	true
539           	GAMG	7.446440e-05	1.523270e-07	2	true
540           	GAMG	7.429250e-05	1.513060e-07	2	true
541           	GAMG	7.411890e-05	1.500800e-07	2	true
542           	GAMG	7.394770e-05	1.490560e-07	2	true
543           	GAMG	7.378510e-05	1.481430e-07	2	true
544           	GAMG	7.362790e-05	1.472860e-07	2	true
545           	GAMG	7.350550e-05	1.464170e-07	2	true
546           	GAMG	7.342340e-05	1.456110e-07	2	true
547           	GAMG	7.315750e-05	1.447910e-07	2	true
548           	GAMG	7.305920e-05	1.440850e-07	2	true
549           	GAMG	7.287350e-05	1.433750e-07	2	true
550           	GAMG	7.274000e-05	1.427390e-07	2	true
551           	GAMG	7.258730e-05	1.421470e-07	2	true
552           	GAMG	7.245730e-05	1.416370e-07	2	true
553           	GAMG	7.233310e-05	1.412890e-07	2	true
554           	GAMG	7.226030e-05	1.418540e-07	2	true
555           	GAMG	7.227030e-05	1.420030e-07	2	true
556           	GAMG	7.192200e-05	1.404740e-07	2	true
557           	GAMG	7.185560e-05	1.374660e-07	2	true
558           	GAMG	7.200070e-05	1.372120e-07	2	true
559           	GAMG	7.180970e-05	1.362350e-07	2	true
560           	GAMG	7.136860e-05	1.358630e-07	2	true
561           	GAMG	7.097430e-05	1.363260e-07	2	true
562           	GAMG	7.086400e-05	1.360550e-07	2	true
563           	GAMG	7.066930e-05	1.356550e-07	2	true
564           	GAMG	7.050070e-05	1.353100e-07	2	true
565           	GAMG	7.032150e-05	1.350160e-07	2	true
566           	GAMG	7.016390e-05	1.348060e-07	2	true
567           	GAMG	7.008650e-05	1.341340e-07	2	true
568           	GAMG	7.000470e-05	1.337630e-07	2	true
569           	GAMG	6.981910e-05	1.340000e-07	2	true
570           	GAMG	6.993400e-05	1.351840e-07	2	true
571           	GAMG	6.953750e-05	1.324790e-07	2	true
572           	GAMG	6.945360e-05	1.315090e-07	2	true
573           	GAMG	6.976410e-05	1.305910e-07	2	true
574           	GAMG	6.915020e-05	1.306010e-07	2	true
575           	GAMG	6.903130e-05	1.302210e-07	2	true
576           	GAMG	6.899770e-05	1.298510e-07	2	true
577           	GAMG	6.899880e-05	1.295880e-07	2	true
578           	GAMG	6.895870e-05	1.295040e-07	2	true
579           	GAMG	6.875210e-05	1.291610e-07	2	true
580           	GAMG	6.859850e-05	1.288500e-07	2	true
581           	GAMG	6.846110e-05	1.285560e-07	2	true
582           	GAMG	6.832250e-05	1.282670e-07	2	true
583           	GAMG	6.818400e-05	1.279890e-07	2	true
584           	GAMG	6.804540e-05	1.277300e-07	2	true
585           	GAMG	6.790690e-05	1.274010e-07	2	true
586           	GAMG	6.776960e-05	1.271330e-07	2	true
587           	GAMG	6.763330e-05	1.268640e-07	2	true
588           	GAMG	6.750400e-05	1.266360e-07	2	true
589           	GAMG	6.737240e-05	1.265200e-07	2	true
590           	GAMG	6.725060e-05	1.263670e-07	2	true
591           	GAMG	6.713120e-05	1.261950e-07	2	true
592           	GAMG	6.701430e-05	1.260260e-07	2	true
593           	GAMG	6.690070e-05	1.258850e-07	2	true
594           	GAMG	6.680010e-05	1.258760e-07	2	true
595           	GAMG	6.700000e-05	1.276780e-07	2	true
596           	GAMG	6.670470e-05	1.241430e-07	2	true
597           	GAMG	6.655530e-05	1.253020e-07	2	true
598           	GAMG	6.654500e-05	1.259020e-07	2	true
599           	GAMG	6.672950e-05	1.278020e-07	2	true
600           	GAMG	6.582660e-05	1.228390e-07	2	true
601           	GAMG	6.567240e-05	1.225840e-07	2	true
602           	GAMG	6.569710e-05	1.229900e-07	2	true
603           	GAMG	6.485070e-05	1.199290e-07	2	true
604           	GAMG	6.550250e-05	1.229730e-07	2	true
605           	GAMG	6.522620e-05	1.221810e-07	2	true
606           	GAMG	6.507310e-05	1.220860e-07	2	true
607           	GAMG	6.494270e-05	1.219400e-07	2	true
608           	GAMG	6.484410e-05	1.218220e-07	2	true
609           	GAMG	6.484520e-05	1.222860e-07	2	true
610           	GAMG	6.488180e-05	1.218830e-07	2	true
611           	GAMG	6.429340e-05	1.199330e-07	2	true
612           	GAMG	6.417870e-05	1.185610e-07	2	true
613           	GAMG	6.418330e-05	1.199200e-07	2	true
614           	GAMG	6.405200e-05	1.194570e-07	2	true
615           	GAMG	6.391470e-05	1.189980e-07	2	true
616           	GAMG	6.378980e-05	1.187280e-07	2	true
617           	GAMG	6.368080e-05	1.184920e-07	2	true
618           	GAMG	6.357580e-05	1.182640e-07	2	true
619           	GAMG	6.347070e-05	1.180340e-07	2	true
620           	GAMG	6.336400e-05	1.178050e-07	2	true
621           	GAMG	6.325640e-05	1.175780e-07	2	true
622           	GAMG	6.314910e-05	1.173530e-07	2	true
623           	GAMG	6.304170e-05	1.171200e-07	2	true
624           	GAMG	6.293630e-05	1.168960e-07	2	true
625           	GAMG	6.283630e-05	1.166960e-07	2	true
626           	GAMG	6.273660e-05	1.165230e-07	2	true
627           	GAMG	6.264250e-05	1.163910e-07	2	true
628           	GAMG	6.258250e-05	1.162620e-07	2	true
629           	GAMG	6.211760e-05	1.174770e-07	2	true
630           	GAMG	6.201960e-05	1.169390e-07	2	true
631           	GAMG	6.176150e-05	1.162880e-07	2	true
632           	GAMG	6.166470e-05	1.161700e-07	2	true
633           	GAMG	6.159760e-05	1.162020e-07	2	true
634           	GAMG	6.158270e-05	1.164760e-07	2	true
635           	GAMG	6.170510e-05	1.175820e-07	2	true
636           	GAMG	6.119310e-05	1.152860e-07	2	true
637           	GAMG	6.074700e-05	1.139870e-07	2	true
638           	GAMG	6.058110e-05	1.139370e-07	2	true
639           	GAMG	6.013720e-05	1.130930e-07	2	true
640           	GAMG	6.052810e-05	1.144260e-07	2	true
641           	GAMG	6.041370e-05	1.140310e-07	2	true
642           	GAMG	6.056480e-05	1.145540e-07	2	true
643           	GAMG	6.017590e-05	1.135310e-07	2	true
644           	GAMG	6.017130e-05	1.135340e-07	2	true
645           	GAMG	6.003330e-05	1.131540e-07	2	true
646           	GAMG	5.993290e-05	1.128250e-07	2	true
647           	GAMG	5.983110e-05	1.123980e-07	2	true
648           	GAMG	5.983710e-05	1.118780e-07	2	true
649           	GAMG	5.989560e-05	1.113510e-07	2	true
650           	GAMG	5.979790e-05	1.137270e-07	2	true
651           	GAMG	5.943960e-05	1.125390e-07	2	true
652           	GAMG	5.950130e-05	1.129390e-07	2	true
653           	GAMG	5.971750e-05	1.143820e-07	2	true
654           	GAMG	5.918400e-05	1.121950e-07	2	true
655           	GAMG	5.906690e-05	1.118120e-07	2	true
656           	GAMG	5.895680e-05	1.115430e-07	2	true
657           	GAMG	5.885210e-05	1.112950e-07	2	true
658           	GAMG	5.874530e-05	1.110660e-07	2	true
659           	GAMG	5.863920e-05	1.108490e-07	2	true
660           	GAMG	5.853380e-05	1.106410e-07	2	true
661           	GAMG	5.842910e-05	1.104420e-07	2	true
662           	GAMG	5.832530e-05	1.102500e-07	2	true
663           	GAMG	5.822220e-05	1.100630e-07	2	true
664           	GAMG	5.812000e-05	1.098800e-07	2	true
665           	GAMG	5.801890e-05	1.096930e-07	2	true
666           	GAMG	5.791880e-05	1.095200e-07	2	true
667           	GAMG	5.809010e-05	1.096010e-07	2	true
668           	GAMG	5.812060e-05	1.096560e-07	2	true
669           	GAMG	5.768790e-05	1.092370e-07	2	true
670           	GAMG	5.774930e-05	1.091800e-07	2	true
671           	GAMG	5.757070e-05	1.090010e-07	2	true
672           	GAMG	5.750730e-05	1.088910e-07	2	true
673           	GAMG	5.739450e-05	1.087650e-07	2	true
674           	GAMG	5.730600e-05	1.086570e-07	2	true
675           	GAMG	5.721060e-05	1.085540e-07	2	true
676           	GAMG	5.670990e-05	1.068410e-07	2	true
677           	GAMG	5.673030e-05	1.070210e-07	2	true
678           	GAMG	5.666280e-05	1.069380e-07	2	true
679           	GAMG	5.656410e-05	1.067710e-07	2	true
680           	GAMG	5.645920e-05	1.065830e-07	2	true
681           	GAMG	5.635350e-05	1.063900e-07	2	true
682           	GAMG	5.624770e-05	1.061950e-07	2	true
683           	GAMG	5.614240e-05	1.060000e-07	2	true
684           	GAMG	5.652670e-05	1.105660e-07	2	true
685           	GAMG	5.615680e-05	1.070390e-07	2	true
686           	GAMG	5.595420e-05	1.062200e-07	2	true
687           	GAMG	5.588170e-05	1.062850e-07	2	true
688           	GAMG	5.574590e-05	1.059110e-07	2	true
689           	GAMG	5.564100e-05	1.057540e-07	2	true
690           	GAMG	5.552170e-05	1.054990e-07	2	true
691           	GAMG	5.540760e-05	1.052850e-07	2	true
692           	GAMG	5.534170e-05	1.040470e-07	2	true
693           	GAMG	5.509970e-05	1.038510e-07	2	true
694           	GAMG	5.488670e-05	1.038390e-07	2	true
695           	GAMG	5.478220e-05	1.036590e-07	2	true
696           	GAMG	5.469910e-05	1.034460e-07	2	true
697           	GAMG	5.466490e-05	1.032090e-07	2	true
698           	GAMG	5.468090e-05	1.029260e-07	2	true
699           	GAMG	5.485090e-05	1.027520e-07	2	true
700           	GAMG	5.453800e-05	1.031180e-07	2	true
701           	GAMG	5.449840e-05	1.033550e-07	2	true
702           	GAMG	5.427120e-05	1.028890e-07	2	true
703           	GAMG	5.486770e-05	1.062130e-07	2	true
704           	GAMG	5.411590e-05	1.029840e-07	2	true
705           	GAMG	5.405700e-05	1.024640e-07	2	true
706           	GAMG	5.385550e-05	1.022960e-07	2	true
707           	GAMG	5.370520e-05	1.021100e-07	2	true
708           	GAMG	5.358850e-05	1.019370e-07	2	true
709           	GAMG	5.349820e-05	1.017560e-07	2	true
710           	GAMG	5.340980e-05	1.015680e-07	2	true
711           	GAMG	5.332110e-05	1.013780e-07	2	true
712           	GAMG	5.323150e-05	1.011850e-07	2	true
713           	GAMG	5.314080e-05	1.009910e-07	2	true
714           	GAMG	5.304940e-05	1.007960e-07	2	true
715           	GAMG	5.295720e-05	1.006010e-07	2	true
716           	GAMG	5.286440e-05	1.004070e-07	2	true
717           	GAMG	5.277070e-05	1.002420e-07	2	true
718           	GAMG	5.268590e-05	1.001150e-07	2	true
719           	GAMG	5.260420e-05	9.996210e-08	2	true
720           	GAMG	5.251570e-05	9.979170e-08	2	true
721           	GAMG	5.242430e-05	9.961310e-08	2	true
722           	GAMG	5.233270e-05	9.942810e-08	2	true
723           	GAMG	5.224050e-05	9.924160e-08	2	true
724           	GAMG	5.214830e-05	9.905400e-08	2	true
725           	GAMG	5.205670e-05	9.886590e-08	2	true
726           	GAMG	5.196560e-05	9.867770e-08	2	true
727           	GAMG	5.187500e-05	9.848970e-08	2	true
728           	GAMG	5.178480e-05	9.830150e-08	2	true
729           	GAMG	5.169540e-05	9.811300e-08	2	true
730           	GAMG	5.160660e-05	9.792400e-08	2	true
731           	GAMG	5.151850e-05	9.773440e-08	2	true
732           	GAMG	5.143110e-05	9.754510e-08	2	true
733           	GAMG	5.134560e-05	9.735500e-08	2	true
734           	GAMG	5.126140e-05	9.716330e-08	2	true
735           	GAMG	5.117800e-05	9.697000e-08	2	true
736           	GAMG	5.109580e-05	9.677560e-08	2	true
737           	GAMG	5.101580e-05	9.657790e-08	2	true
738           	GAMG	5.093810e-05	9.637770e-08	2	true
739           	GAMG	5.085990e-05	9.617430e-08	2	true
740           	GAMG	5.084510e-05	9.599660e-08	2	true
741           	GAMG	5.088530e-05	9.588500e-08	2	true
742           	GAMG	5.076160e-05	9.547110e-08	2	true
743           	GAMG	5.082690e-05	9.538330e-08	2	true
744           	GAMG	5.063840e-05	9.515320e-08	2	true
745           	GAMG	5.052890e-05	9.621800e-08	2	true
746           	GAMG	5.023340e-05	9.546440e-08	2	true
747           	GAMG	5.071780e-05	9.786620e-08	2	true
748           	GAMG	5.013120e-05	9.537360e-08	2	true
749           	GAMG	5.004290e-05	9.498050e-08	2	true
750           	GAMG	4.994340e-05	9.476590e-08	2	true
751           	GAMG	4.985400e-05	9.456520e-08	2	true
752           	GAMG	4.977040e-05	9.437020e-08	2	true
753           	GAMG	4.969450e-05	9.418600e-08	2	true
754           	GAMG	4.962800e-05	9.401550e-08	2	true
755           	GAMG	4.945000e-05	9.365670e-08	2	true
756           	GAMG	4.921000e-05	9.326820e-08	2	true
757           	GAMG	4.918920e-05	9.323890e-08	2	true
758           	GAMG	4.911160e-05	9.312830e-08	2	true
759           	GAMG	4.902440e-05	9.299360e-08	2	true
760           	GAMG	4.893580e-05	9.284850e-08	2	true
761           	GAMG	4.884760e-05	9.269640e-08	2	true
762           	GAMG	4.875340e-05	9.252560e-08	2	true
763           	GAMG	4.866160e-05	9.236110e-08	2	true
764           	GAMG	4.857120e-05	9.218250e-08	2	true
765           	GAMG	4.847990e-05	9.196140e-08	2	true
766           	GAMG	4.839110e-05	9.175180e-08	2	true
767           	GAMG	4.830370e-05	9.152700e-08	2	true
768           	GAMG	4.810180e-05	9.119780e-08	2	true
769           	GAMG	4.797010e-05	9.100900e-08	2	true
770           	GAMG	4.800510e-05	9.105550e-08	2	true
771           	GAMG	4.788080e-05	9.086880e-08	2	true
772           	GAMG	4.781050e-05	9.074020e-08	2	true
773           	GAMG	4.772490e-05	9.058000e-08	2	true
774           	GAMG	4.764330e-05	9.041030e-08	2	true
775           	GAMG	4.756080e-05	9.023480e-08	2	true
776           	GAMG	4.747790e-05	9.005970e-08	2	true
777           	GAMG	4.739470e-05	8.988290e-08	2	true
778           	GAMG	4.731100e-05	8.970410e-08	2	true
779           	GAMG	4.722700e-05	8.952400e-08	2	true
780           	GAMG	4.714260e-05	8.934380e-08	2	true
781           	GAMG	4.705800e-05	8.916100e-08	2	true
782           	GAMG	4.697320e-05	8.897530e-08	2	true
783           	GAMG	4.688780e-05	8.878640e-08	2	true
784           	GAMG	4.680170e-05	8.859600e-08	2	true
785           	GAMG	4.671500e-05	8.840310e-08	2	true
786           	GAMG	4.662740e-05	8.820690e-08	2	true
787           	GAMG	4.653900e-05	8.800640e-08	2	true
788           	GAMG	4.652760e-05	8.810790e-08	2	true
789           	GAMG	4.671100e-05	8.920630e-08	2	true
790           	GAMG	4.652560e-05	8.859680e-08	2	true
791           	GAMG	4.653690e-05	8.924320e-08	2	true
792           	GAMG	4.649720e-05	8.935500e-08	2	true
793           	GAMG	4.642970e-05	8.923740e-08	2	true
794           	GAMG	4.635320e-05	8.921930e-08	2	true
795           	GAMG	4.627260e-05	8.912560e-08	2	true
796           	GAMG	4.618920e-05	8.900340e-08	2	true
797           	GAMG	4.610780e-05	8.886840e-08	2	true
798           	GAMG	4.602170e-05	8.868970e-08	2	true
799           	GAMG	4.594480e-05	8.853550e-08	2	true
800           	GAMG	4.586930e-05	8.838320e-08	2	true
801           	GAMG	4.579480e-05	8.823270e-08	2	true
802           	GAMG	4.572090e-05	8.808330e-08	2	true
803           	GAMG	4.564730e-05	8.793460e-08	2	true
804           	GAMG	4.557410e-05	8.778730e-08	2	true
805           	GAMG	4.550100e-05	8.764020e-08	2	true
806           	GAMG	4.542820e-05	8.749350e-08	2	true
807           	GAMG	4.559930e-05	8.842310e-08	2	true
808           	GAMG	4.564990e-05	8.899230e-08	2	true
809           	GAMG	4.539370e-05	8.800630e-08	2	true
810           	GAMG	4.529850e-05	8.768260e-08	2	true
811           	GAMG	4.521480e-05	8.744480e-08	2	true
812           	GAMG	4.513400e-05	8.723930e-08	2	true
813           	GAMG	4.505350e-05	8.706380e-08	2	true
814           	GAMG	4.497540e-05	8.688530e-08	2	true
815           	GAMG	4.489790e-05	8.670480e-08	2	true
816           	GAMG	4.482080e-05	8.652690e-08	2	true
817           	GAMG	4.474430e-05	8.635220e-08	2	true
818           	GAMG	4.466870e-05	8.618090e-08	2	true
819           	GAMG	4.459440e-05	8.601320e-08	2	true
820           	GAMG	4.452080e-05	8.584890e-08	2	true
821           	GAMG	4.446150e-05	8.574040e-08	2	true
822           	GAMG	4.439950e-05	8.561330e-08	2	true
823           	GAMG	4.433200e-05	8.547300e-08	2	true
824           	GAMG	4.426230e-05	8.531870e-08	2	true
825           	GAMG	4.419210e-05	8.516450e-08	2	true
826           	GAMG	4.412200e-05	8.501280e-08	2	true
827           	GAMG	4.405230e-05	8.486330e-08	2	true
828           	GAMG	4.398320e-05	8.471600e-08	2	true
829           	GAMG	4.391500e-05	8.457120e-08	2	true
830           	GAMG	4.384740e-05	8.442770e-08	2	true
831           	GAMG	4.378060e-05	8.428550e-08	2	true
832           	GAMG	4.371510e-05	8.414480e-08	2	true
833           	GAMG	4.365010e-05	8.400530e-08	2	true
834           	GAMG	4.358560e-05	8.386690e-08	2	true
835           	GAMG	4.352180e-05	8.372950e-08	2	true
836           	GAMG	4.345860e-05	8.359350e-08	2	true
837           	GAMG	4.339650e-05	8.345950e-08	2	true
838           	GAMG	4.333550e-05	8.332670e-08	2	true
839           	GAMG	4.327540e-05	8.319480e-08	2	true
840           	GAMG	4.321600e-05	8.306470e-08	2	true
841           	GAMG	4.315730e-05	8.293660e-08	2	true
842           	GAMG	4.309920e-05	8.280980e-08	2	true
843           	GAMG	4.304180e-05	8.268390e-08	2	true
844           	GAMG	4.300090e-05	8.273770e-08	2	true
845           	GAMG	4.295940e-05	8.271200e-08	2	true
846           	GAMG	4.291160e-05	8.263760e-08	2	true
847           	GAMG	4.286130e-05	8.254060e-08	2	true
848           	GAMG	4.281030e-05	8.243340e-08	2	true
849           	GAMG	4.275950e-05	8.232250e-08	2	true
850           	GAMG	4.243000e-05	8.182770e-08	2	true
851           	GAMG	4.246270e-05	8.154960e-08	2	true
852           	GAMG	4.232830e-05	8.155050e-08	2	true
853           	GAMG	4.226140e-05	8.144820e-08	2	true
854           	GAMG	4.219540e-05	8.133040e-08	2	true
855           	GAMG	4.213070e-05	8.119540e-08	2	true
856           	GAMG	4.206650e-05	8.103050e-08	2	true
857           	GAMG	4.200320e-05	8.088060e-08	2	true
858           	GAMG	4.194080e-05	8.074430e-08	2	true
859           	GAMG	4.187890e-05	8.061490e-08	2	true
860           	GAMG	4.181730e-05	8.048960e-08	2	true
861           	GAMG	4.175600e-05	8.036700e-08	2	true
862           	GAMG	4.169510e-05	8.024580e-08	2	true
863           	GAMG	4.163440e-05	8.012570e-08	2	true
864           	GAMG	4.157400e-05	8.000650e-08	2	true
865           	GAMG	4.151370e-05	7.988840e-08	2	true
866           	GAMG	4.145350e-05	7.977060e-08	2	true
867           	GAMG	4.139320e-05	7.965320e-08	2	true
868           	GAMG	4.133290e-05	7.953650e-08	2	true
869           	GAMG	4.127270e-05	7.942070e-08	2	true
870           	GAMG	4.121250e-05	7.930520e-08	2	true
871           	GAMG	4.115210e-05	7.919000e-08	2	true
872           	GAMG	4.109180e-05	7.907620e-08	2	true
873           	GAMG	4.112970e-05	7.896390e-08	2	true
874           	GAMG	4.109080e-05	7.884770e-08	2	true
875           	GAMG	4.101030e-05	7.873830e-08	2	true
876           	GAMG	4.095080e-05	7.860290e-08	2	true
877           	GAMG	4.089580e-05	7.847630e-08	2	true
878           	GAMG	4.084200e-05	7.835380e-08	2	true
879           	GAMG	4.078840e-05	7.818700e-08	2	true
880           	GAMG	4.073480e-05	7.805790e-08	2	true
881           	GAMG	4.068260e-05	7.794660e-08	2	true
882           	GAMG	4.063060e-05	7.783170e-08	2	true
883           	GAMG	4.057860e-05	7.771720e-08	2	true
884           	GAMG	4.052790e-05	7.760370e-08	2	true
885           	GAMG	4.048200e-05	7.749450e-08	2	true
886           	GAMG	4.043410e-05	7.738370e-08	2	true
887           	GAMG	4.038200e-05	7.729740e-08	2	true
888           	GAMG	4.033430e-05	7.722300e-08	2	true
889           	GAMG	4.029280e-05	7.713450e-08	2	true
890           	GAMG	4.024830e-05	7.703840e-08	2	true
891           	GAMG	4.020210e-05	7.693630e-08	2	true
892           	GAMG	4.015450e-05	7.682980e-08	2	true
893           	GAMG	4.010590e-05	7.672010e-08	2	true
894           	GAMG	4.005700e-05	7.660870e-08	2	true
895           	GAMG	4.016100e-05	7.659630e-08	2	true
896           	GAMG	4.010450e-05	7.645520e-08	2	true
897           	GAMG	3.997470e-05	7.601950e-08	2	true
898           	GAMG	3.986970e-05	7.556480e-08	2	true
899           	GAMG	3.975720e-05	7.520310e-08	2	true
900           	GAMG	3.969520e-05	7.481320e-08	2	true
901           	GAMG	3.963530e-05	7.453500e-08	2	true
902           	GAMG	3.957710e-05	7.431590e-08	2	true
903           	GAMG	3.951920e-05	7.410100e-08	2	true
904           	GAMG	3.946620e-05	7.392290e-08	2	true
905           	GAMG	3.941590e-05	7.380280e-08	2	true
906           	GAMG	3.936680e-05	7.366790e-08	2	true
907           	GAMG	3.931800e-05	7.354050e-08	2	true
908           	GAMG	3.926920e-05	7.342150e-08	2	true
909           	GAMG	3.922010e-05	7.330720e-08	2	true
910           	GAMG	3.917090e-05	7.319620e-08	2	true
911           	GAMG	3.912140e-05	7.305630e-08	2	true
912           	GAMG	3.907200e-05	7.294760e-08	2	true
913           	GAMG	3.902260e-05	7.284240e-08	2	true
914           	GAMG	3.897320e-05	7.273670e-08	2	true
915           	GAMG	3.894400e-05	7.274210e-08	2	true
916           	GAMG	3.895640e-05	7.260150e-08	2	true
917           	GAMG	3.892250e-05	7.246390e-08	2	true
918           	GAMG	3.887000e-05	7.231340e-08	2	true
919           	GAMG	3.881110e-05	7.218100e-08	2	true
920           	GAMG	3.875410e-05	7.206420e-08	2	true
921           	GAMG	3.869900e-05	7.195720e-08	2	true
922           	GAMG	3.864490e-05	7.185700e-08	2	true
923           	GAMG	3.859190e-05	7.176130e-08	2	true
924           	GAMG	3.854040e-05	7.166860e-08	2	true
925           	GAMG	3.846630e-05	7.152070e-08	2	true
926           	GAMG	3.885720e-05	7.112350e-08	2	true
927           	GAMG	3.843660e-05	7.142280e-08	2	true
928           	GAMG	3.848840e-05	7.109400e-08	2	true
929           	GAMG	3.830230e-05	7.112690e-08	2	true
930           	GAMG	3.831980e-05	7.098960e-08	2	true
931           	GAMG	3.824280e-05	7.093540e-08	2	true
932           	GAMG	3.820970e-05	7.084350e-08	2	true
933           	GAMG	3.815790e-05	7.076840e-08	2	true
934           	GAMG	3.811470e-05	7.068630e-08	2	true
935           	GAMG	3.806860e-05	7.060750e-08	2	true
936           	GAMG	3.802420e-05	7.052820e-08	2	true
937           	GAMG	3.797990e-05	7.045010e-08	2	true
938           	GAMG	3.793640e-05	7.037320e-08	2	true
939           	GAMG	3.789320e-05	7.029810e-08	2	true
940           	GAMG	3.785060e-05	7.022540e-08	2	true
941           	GAMG	3.777690e-05	6.987500e-08	2	true
942           	GAMG	3.768910e-05	6.940800e-08	2	true
943           	GAMG	3.766830e-05	6.952980e-08	2	true
944           	GAMG	3.762860e-05	6.947610e-08	2	true
945           	GAMG	3.758540e-05	6.938390e-08	2	true
946           	GAMG	3.754200e-05	6.928880e-08	2	true
947           	GAMG	3.749860e-05	6.919280e-08	2	true
948           	GAMG	3.745550e-05	6.909710e-08	2	true
949           	GAMG	3.741240e-05	6.900130e-08	2	true
950           	GAMG	3.736960e-05	6.890560e-08	2	true
951           	GAMG	3.732740e-05	6.881010e-08	2	true
952           	GAMG	3.728540e-05	6.871520e-08	2	true
953           	GAMG	3.724360e-05	6.862040e-08	2	true
954           	GAMG	3.720020e-05	6.852770e-08	2	true
955           	GAMG	3.715730e-05	6.843490e-08	2	true
956           	GAMG	3.711520e-05	6.834100e-08	2	true
957           	GAMG	3.707350e-05	6.824640e-08	2	true
958           	GAMG	3.703200e-05	6.815170e-08	2	true
959           	GAMG	3.699070e-05	6.805710e-08	2	true
960           	GAMG	3.694980e-05	6.796260e-08	2	true
961           	GAMG	3.690890e-05	6.786800e-08	2	true
962           	GAMG	3.686830e-05	6.776850e-08	2	true
963           	GAMG	3.682780e-05	6.767490e-08	2	true
964           	GAMG	3.678730e-05	6.758090e-08	2	true
965           	GAMG	3.674690e-05	6.748690e-08	2	true
966           	GAMG	3.670710e-05	6.739270e-08	2	true
967           	GAMG	3.666740e-05	6.729840e-08	2	true
968           	GAMG	3.662790e-05	6.720390e-08	2	true
969           	GAMG	3.658840e-05	6.710940e-08	2	true
970           	GAMG	3.654900e-05	6.701470e-08	2	true
971           	GAMG	3.650970e-05	6.691990e-08	2	true
972           	GAMG	3.647040e-05	6.682510e-08	2	true
973           	GAMG	3.643110e-05	6.673030e-08	2	true
974           	GAMG	3.639190e-05	6.663570e-08	2	true
975           	GAMG	3.635300e-05	6.654090e-08	2	true
976           	GAMG	3.624700e-05	6.585680e-08	2	true
977           	GAMG	3.622760e-05	6.594380e-08	2	true
978           	GAMG	3.621390e-05	6.607840e-08	2	true
979           	GAMG	3.616760e-05	6.590960e-08	2	true
980           	GAMG	3.613450e-05	6.585600e-08	2	true
981           	GAMG	3.609790e-05	6.576500e-08	2	true
982           	GAMG	3.606270e-05	6.568550e-08	2	true
983           	GAMG	3.602740e-05	6.560330e-08	2	true
984           	GAMG	3.599210e-05	6.552190e-08	2	true
985           	GAMG	3.595690e-05	6.544020e-08	2	true
986           	GAMG	3.592170e-05	6.535830e-08	2	true
